Gene	Accession	RPKM_LowMyc	SpikeIn_renormalized_LowMyc
C1orf212	NM_001164825	3.921388214	1.824215757
C1orf212	NM_001164824	3.801522237	1.768222286
DCAF17	NM_001164821	1.847610239	0.851292344
ACIN1	NM_001164817	81.14720149	35.79075244
ACIN1	NM_001164816	82.55540436	36.38147729
ACIN1	NM_001164815	56.74036365	25.49832894
ACIN1	NM_001164814	57.05259879	25.64123614
PET117	NM_001164811	4.711135124	2.191422908
PSG4	NM_213633	0.00E+00	0.00E+00
ENSA	NM_207046	38.3186956	17.42166667
SSX4	NM_175729	0.00E+00	0.00E+00
RBMX	NM_001164803	11.80296171	5.488556815
SLC25A26	NM_001164796	3.305784028	1.536588394
BCKDHA	NM_001164783	28.41477597	12.94763478
ATXN3	NM_001164782	1.428528934	0.647263512
ATXN3	NM_001164781	1.537143532	0.698399419
ATXN3	NM_001164780	1.516076737	0.68870678
ATXN3	NM_001164779	1.52712175	0.693751022
ATXN3	NM_001164778	1.435435824	0.650315404
ATXN3	NM_001164777	1.427541991	0.646776918
ATXN3	NM_001164776	1.4224996	0.644320254
SSX4	NM_175729	0.00E+00	0.00E+00
ATXN3	NM_001164774	1.423424082	0.644776039
BCAT2	NM_001164773	19.64202826	8.948398671
SLC7A2	NM_001164771	0.097483311	0.043396416
ZFHX3	NM_001164766	0.37990316	0.169192895
PRKAR1B	NM_001164762	3.327878564	1.545260028
PRKAR1B	NM_001164761	3.29910879	1.532266145
PRKAR1B	NM_001164760	3.245981387	1.507761545
PRKAR1B	NM_001164759	3.393343315	1.574998878
PRKAR1B	NM_001164758	3.304690857	1.534575036
NOS1AP	NM_001164757	0.00E+00	0.00E+00
IL5RA	NM_175728	0.00E+00	0.00E+00
ASPH	NM_001164756	0.017170906	0.006844699
ASPH	NM_001164755	0.045274034	0.018981369
ASPH	NM_001164754	0.047008647	0.019743266
ASPH	NM_001164753	0.047217126	0.019589104
ASPH	NM_001164752	0.049026695	0.020379252
ASPH	NM_001164751	0.048254941	0.019989905
ASPH	NM_001164750	0.056503408	0.023828219
NPAS3	NM_001164749	0.00E+00	0.00E+00
RASSF8	NM_001164748	0.427386805	0.189475811
RASSF8	NM_001164747	0.422356932	0.187203198
IL5RA	NM_175727	0.00E+00	0.00E+00
RASSF8	NM_001164746	0.403987323	0.178908344
ARHGAP4	NM_001164741	80.92571288	35.43440098
CALCR	NM_001164738	0.00E+00	2.28E-09
CALCR	NM_001164737	0.00E+00	0.00E+00
REEP1	NM_001164732	0.201228971	0.078774512
REEP1	NM_001164731	0.195172937	0.075539676
REEP1	NM_001164730	0.197418705	0.076680787
PTAFR	NM_001164723	56.56213622	25.94888289
PTAFR	NM_001164722	59.0752938	27.07561479
PTAFR	NM_001164721	58.01440729	26.60005354
IL5RA	NM_175726	0.00E+00	0.00E+00
CC2D2A	NM_001164720	0.458311186	0.2011158
TGFB1I1	NM_001164719	2.786806735	1.259827766
PYGM	NM_001164716	1.20182682	0.543514385
ZNF605	NM_001164715	2.551988082	1.16789016
AMT	NM_001164712	13.61999194	6.334628845
AMT	NM_001164711	13.69710398	6.370978063
AMT	NM_001164710	13.92315496	6.475516411
IYD	NM_001164695	0.00E+00	0.00E+00
IYD	NM_001164694	0.00E+00	0.00E+00
LTB4R2	NM_001164692	2.482824956	1.154580964
IL5RA	NM_175725	0.00E+00	0.00E+00
AMHR2	NM_001164691	0.00E+00	0.00E+00
AMHR2	NM_001164690	0.031330669	0.000116936
RD3	NM_001164688	0.00E+00	0.00E+00
THEMIS	NM_001164687	0.00E+00	0.00E+00
THEMIS	NM_001164685	0.00E+00	0.00E+00
CCR3	NM_001164680	0.715618686	0.309899937
SUMF1	NM_001164675	2.439527256	1.131686321
SUMF1	NM_001164674	2.38261275	1.105193891
DOK7	NM_001164673	0.729471164	0.327540726
KIAA1549	NM_001164665	0.373417229	0.16747382
IL5RA	NM_175724	0.00E+00	0.00E+00
MAST4	NM_001164664	0.008146733	0.000630067
SFTPA1	NM_001164647	0.018110607	0.003475378
SFTPA1	NM_001164646	0.018776181	0.003693797
SFTPA1	NM_001164645	0.018849098	0.003717994
SFTPA1	NM_001164644	0.017860691	0.003394524
ENDOV	NM_001164638	4.941474229	2.29882596
ENDOV	NM_001164637	2.156370549	0.996915174
GTDC1	NM_001164629	5.023274029	2.326579564
EIF2C2	NM_001164623	9.995818749	4.648438146
GPC3	NM_001164619	0.00E+00	0.00E+00
SSX5	NM_175723	0.00E+00	0.00E+00
GPC3	NM_001164618	0.00E+00	0.00E+00
GPC3	NM_001164617	0.00E+00	0.00E+00
FZD6	NM_001164616	0.00E+00	0.00E+00
FZD6	NM_001164615	0.00E+00	0.00E+00
FXYD5	NM_001164605	213.0954564	92.11718847
ASXL1	NM_001164603	1.143100914	0.524481633
PDZRN4	NM_001164595	0.00E+00	0.00E+00
IGFN1	NM_001164586	0.00E+00	2.37E-09
C16orf52	NM_001164579	1.912173536	0.873007649
DISC1	NM_001164556	0.00E+00	0.00E+00
TPO	NM_175722	0.00E+00	0.00E+00
DISC1	NM_001164555	0.00E+00	0.00E+00
DISC1	NM_001164554	0.00E+00	0.00E+00
DISC1	NM_001164553	0.014349276	4.18E-05
DISC1	NM_001164552	0.013952261	4.03E-05
DISC1	NM_001164551	0.00E+00	0.00E+00
DISC1	NM_001164550	0.013710855	3.94E-05
DISC1	NM_001164549	0.00E+00	0.00E+00
DISC1	NM_001164548	0.00E+00	0.00E+00
DISC1	NM_001164547	0.00E+00	0.00E+00
DISC1	NM_001164546	0.00E+00	0.00E+00
TPO	NM_175721	0.00E+00	0.00E+00
DISC1	NM_001164545	0.00E+00	0.00E+00
DISC1	NM_001164544	0.00E+00	0.00E+00
DISC1	NM_001164542	0.00E+00	0.00E+00
DISC1	NM_001164541	0.00E+00	0.00E+00
DISC1	NM_001164540	0.004351092	8.67E-06
DISC1	NM_001164539	0.00E+00	0.00E+00
DISC1	NM_001164538	0.00E+00	0.00E+00
DISC1	NM_001164537	0.004070141	7.94E-06
ZNF135	NM_001164530	0.00E+00	0.00E+00
ZNF135	NM_001164529	0.00E+00	0.00E+00
ENSA	NM_207045	36.76286505	16.73727063
TPO	NM_175719	0.00E+00	0.00E+00
ZNF135	NM_001164527	0.00E+00	0.00E+00
NEB	NM_001164508	0.002222873	5.19E-05
NEB	NM_001164507	0.002222873	5.19E-05
EIF4ENIF1	NM_001164502	7.548414551	3.51191147
EIF4ENIF1	NM_001164501	8.065204604	3.751957523
WDR52	NM_001164496	0.888501913	0.400361078
ADAM8	NM_001164490	58.92678289	26.33273706
ADAM8	NM_001164489	54.60929067	24.48434189
FAM170B	NM_001164484	0.00687972	0.000928018
C5orf63	NM_001164479	0.475110102	0.211774838
SSX3	NM_175711	0.00E+00	0.00E+00
C5orf63	NM_001164478	0.663230689	0.293806683
SLC41A3	NM_001164475	6.647273195	3.092763779
FNBP1L	NM_001164473	0.013821479	0.002089194
TSPY4	NM_001164471	0.00E+00	0.00E+00
TSPY4	NM_001164471	0.00E+00	0.00E+00
TSPY4	NM_001164471	0.00E+00	0.00E+00
TSPY4	NM_001164471	0.00E+00	0.00E+00
TSPY4	NM_001164471	0.00E+00	0.00E+00
TSPY4	NM_001164471	0.00E+00	0.00E+00
MS4A12	NM_001164470	0.056712476	0.017001935
CR1L	NM_175710	0.00E+00	1.97E-09
TMED7-TICAM2	NM_001164469	4.033327629	1.870710831
TMED7-TICAM2	NM_001164468	4.09703331	1.90026726
DUX4L3	NM_001164467	0.00E+00	0.00E+00
DUX4L3	NM_001164467	0.00E+00	0.00E+00
DUX4L3	NM_001164467	0.00E+00	0.00E+00
DUX4L3	NM_001164467	0.00E+00	0.00E+00
DUX4L3	NM_001164467	0.00E+00	0.00E+00
DUX4L3	NM_001164467	0.00E+00	0.00E+00
DUX4L3	NM_001164467	0.00E+00	0.00E+00
DUX4L3	NM_001164467	0.00E+00	0.00E+00
CBX7	NM_175709	6.063990842	2.821066632
GOLGA6L10	NM_001164465	0.019157316	0.002851902
GOLGA6L10	NM_001164465	0.002749939	4.73E-06
TRIM43B	NM_001164464	0.00E+00	0.00E+00
RGPD8	NM_001164463	0.00E+00	0.00E+00
RGPD8	NM_001164463	0.00E+00	0.00E+00
RGPD8	NM_001164463	0.00E+00	0.00E+00
MUC12	NM_001164462	0.014274545	0.001005452
STEAP1B	NM_001164460	0.022418673	0.006791237
ACTR3C	NM_001164459	1.210424448	0.550139491
ACTR3C	NM_001164458	1.151840283	0.522941552
SSX2	NM_175698	0.00E+00	0.00E+00
ZNF705G	NM_001164457	0.00E+00	0.00E+00
C6orf132	NM_001164446	0.002879646	0.000147942
CBY3	NM_001164444	0.047937213	0.020989685
ANKRD31	NM_001164443	0.012865852	0.000923536
FAM159B	NM_001164442	0.00E+00	0.00E+00
ANKRD33B	NM_001164440	5.385655688	2.505790673
TMEM212	NM_001164436	0.00E+00	0.00E+00
KRTAP21-3	NM_001164435	0.00E+00	0.00E+00
KRTAP22-2	NM_001164434	0.00E+00	0.00E+00
ARHGAP40	NM_001164431	0.00E+00	0.00E+00
SSX2	NM_175698	0.00E+00	0.00E+00
MBD3L3	NM_001164425	0.00E+00	0.00E+00
MBD3L4	NM_001164419	0.00E+00	0.00E+00
SSX2B	NM_001164417	0.00E+00	0.00E+00
SSX2B	NM_001164417	0.00E+00	0.00E+00
H2BFM	NM_001164416	0.00E+00	0.00E+00
HSFX2	NM_001164415	0.079001307	0.027222417
HSFX2	NM_001164415	0.162940195	0.070851037
CDK5	NM_001164410	4.898008792	2.278330684
TLCD2	NM_001164407	0.023030333	0.002413895
BHLHA9	NM_001164405	0.00E+00	0.00E+00
RUNX1T1	NM_175636	0.001326313	1.80E-06
GOLGA6C	NM_001164404	0.00E+00	0.00E+00
C14orf38	NM_001164399	0.00E+00	0.00E+00
TRIM64B	NM_001164397	0.00E+00	0.00E+00
MTF2	NM_001164393	8.274028929	3.849677559
MTF2	NM_001164392	8.929623293	4.154409686
MTF2	NM_001164391	8.22769187	3.828057939
RAPGEF6	NM_001164390	5.118783924	2.380398895
RAPGEF6	NM_001164389	5.629751983	2.618380497
RAPGEF6	NM_001164388	7.185990821	3.343351764
RAPGEF6	NM_001164387	7.172652143	3.337139605
RUNX1T1	NM_175635	0.001341341	1.83E-06
RAPGEF6	NM_001164386	7.195043286	3.347598727
STAU2	NM_001164385	5.734901002	2.662513237
STAU2	NM_001164384	5.424930576	2.517084568
STAU2	NM_001164383	4.293226245	1.987562788
STAU2	NM_001164382	4.857013356	2.251927357
STAU2	NM_001164381	5.19203755	2.409899456
STAU2	NM_001164380	5.080685923	2.357545207
FAM180B	NM_001164379	0.013837898	0.003233502
MRGPRG	NM_001164377	0.00E+00	0.00E+00
C10orf105	NM_001164375	0.054185799	0.010999515
RUNX1T1	NM_175634	0.001286585	1.73E-06
GPN3	NM_001164373	6.77073549	3.148596813
GPN3	NM_001164372	6.374753246	2.964668587
THAP4	NM_001164356	15.29670346	7.024020581
THAP4	NM_001164356	0.00E+00	0.00E+00
ZBTB20	NM_001164347	0.425707331	0.187378452
ZBTB20	NM_001164346	0.434350014	0.191227855
ZBTB20	NM_001164345	0.386608229	0.169855914
ZBTB20	NM_001164344	0.381849338	0.167699141
ZBTB20	NM_001164343	0.42451686	0.186691267
ZBTB20	NM_001164342	0.428047022	0.188437997
DNMT3A	NM_175630	7.24081468	3.367636217
BRD8	NM_001164326	4.8340979	2.249150683
FLNB	NM_001164319	66.0570707	29.59120571
FLNB	NM_001164318	65.82412162	29.49108432
FLNB	NM_001164317	64.97585793	29.12682679
ANKRD36	NM_001164315	0.555523001	0.248485831
ZBTB24	NM_001164313	5.110737813	2.377342637
FAM166B	NM_001164310	0.476244698	0.209321631
ZNF415	NM_001164309	0.105030971	0.026376039
TRAF3IP2	NM_001164283	1.362161771	0.613698569
TRAF3IP2	NM_001164281	2.535519919	1.158594193
ENSA	NM_207044	7.515864137	3.496630856
DNMT3A	NM_175629	22.7828556	10.50949291
SLC37A4	NM_001164280	2.554798294	1.187765857
SLC37A4	NM_001164279	2.345608859	1.089961554
SLC37A4	NM_001164278	2.323815384	1.079780783
SLC37A4	NM_001164277	2.089711124	0.970889895
ZNF44	NM_001164276	2.828106811	1.298462303
MGA	NM_001164273	5.537231721	2.576089147
DLC1	NM_001164271	0.00E+00	0.00E+00
RAD51	NM_001164270	1.837116051	0.854117258
RAD51	NM_001164269	1.862786047	0.865490111
WDR46	NM_001164267	0.00E+00	0.00E+00
RAB3IP	NM_175625	0.110957857	0.047300062
WDR46	NM_001164267	25.05988026	11.41568351
WDR46	NM_001164267	0.00E+00	0.00E+00
LTBP3	NM_001164266	6.53755965	3.041322339
PPIAL4F	NM_001164262	0.00E+00	0.00E+00
PPIAL4D	NM_001164261	0.00E+00	0.00E+00
C17orf72	NM_001164257	0.031243275	0.005836706
C1orf27	NM_001164246	2.899412918	1.332200887
C1orf27	NM_001164245	2.909395484	1.336648009
DHX16	NM_001164239	0.00E+00	0.00E+00
DHX16	NM_001164239	14.59493473	6.739874845
RAB3IP	NM_175624	0.114425665	0.049009912
DHX16	NM_001164239	0.00E+00	0.00E+00
NLGN4Y	NM_001164238	0.00E+00	0.00E+00
DDHD2	NM_001164234	1.304964528	0.597967665
DDHD2	NM_001164232	3.707703281	1.722466545
LRCH1	NM_001164213	16.92652609	7.870809
LRCH1	NM_001164211	5.44241112	2.531670847
PLIN3	NM_001164194	66.43423542	29.69769143
PLIN3	NM_001164189	65.50029341	29.29742699
ENTPD1	NM_001164183	12.33434742	5.738881264
ENTPD1	NM_001164182	13.40621705	6.237379923
RAB3IP	NM_175623	0.116858149	0.050010348
ENTPD1	NM_001164181	13.91087637	6.471892588
ENTPD1	NM_001164179	13.25644209	6.167700413
ENTPD1	NM_001164178	13.7771319	6.409736633
GPR75-ASB3	NM_001164165	8.80681359	4.09741571
PPP6R3	NM_001164164	18.3936521	8.542946852
PPP6R3	NM_001164163	17.00806187	7.899548943
PPP6R3	NM_001164162	16.95101582	7.873594047
PPP6R3	NM_001164161	16.89505035	7.848016856
PPP6R3	NM_001164160	16.85653175	7.830472366
CHAMP1	NM_001164145	8.851893616	4.116028255
ZAR1	NM_175619	0.00E+00	0.00E+00
CHAMP1	NM_001164144	8.768363296	4.077199319
CASS4	NM_001164116	1.780228836	0.808697727
CASS4	NM_001164115	1.995152505	0.910624312
CASS4	NM_001164114	1.845454552	0.839027612
MOV10L1	NM_001164106	0.00E+00	0.00E+00
MOV10L1	NM_001164105	0.002462528	4.09E-06
MOV10L1	NM_001164104	0.00254184	4.26E-06
VCAN	NM_001164098	0.006784516	0.000524433
VCAN	NM_001164097	0.030800483	0.00588061
COPS7A	NM_001164095	18.70680199	8.657075362
MT1E	NM_175617	6.100626091	2.835414711
COPS7A	NM_001164094	18.46577701	8.54844118
COPS7A	NM_001164093	17.49026129	8.105182668
MECOM	NM_001164000	0.00E+00	0.00E+00
APBB1	NM_001164	1.125377157	0.50436569
MECOM	NM_001163999	0.00E+00	0.00E+00
ABCB5	NM_001163993	0.00E+00	0.00E+00
FAM170A	NM_001163991	0.00E+00	0.00E+00
RAB37	NM_001163990	4.595775091	2.097741784
RAB37	NM_001163989	4.321665502	1.972065836
ABCB5	NM_001163942	0.00E+00	0.00E+00
NDUFA11	NM_175614	75.2042632	32.91306761
ABCB5	NM_001163941	0.00E+00	0.00E+00
PYGL	NM_001163940	5.469192218	2.544382149
LRTM2	NM_001163926	0.009822702	0.003428593
LRTM2	NM_001163925	0.00974138	0.003388625
VSIG10L	NM_001163922	0.457093195	0.20276411
TEX33	NM_001163857	0.00E+00	0.00E+00
DHCR7	NM_001163817	7.892221553	3.657042194
C10orf2	NM_001163814	4.218015032	1.961510375
C10orf2	NM_001163813	4.273167807	1.987123557
C10orf2	NM_001163812	3.745184653	1.741585122
CNTN4	NM_175613	0.00E+00	0.00E+00
WDR81	NM_001163811	19.72450249	9.054622106
WDR81	NM_001163809	18.56523659	8.532932834
PTBP3	NM_001163790	21.66190912	10.07309564
PTBP3	NM_001163788	21.75446975	10.11619043
COL11A2	NM_001163771	0.00E+00	0.00E+00
COL11A2	NM_001163771	0.00E+00	0.00E+00
COL11A2	NM_001163771	0.385719955	0.170439357
MYO19	NM_001163735	5.287062813	2.458735847
LOC388588	NM_001163724	3.822465918	1.777611308
UBAP1L	NM_001163692	0.554501488	0.250387821
GRIK1	NM_175611	0.00E+00	0.00E+00
SHOX2	NM_001163678	0.068558678	0.027908534
KCNMB3	NM_001163677	3.676338979	1.697256619
WDR81	NM_001163673	20.56395759	9.432409042
HTR3D	NM_001163646	0.00E+00	0.00E+00
GTF2I	NM_001163636	10.62951029	4.942853199
C1orf129	NM_001163629	0.00E+00	0.00E+00
C2orf61	NM_001163561	0.00E+00	0.00E+00
C16orf73	NM_001163560	0.00E+00	0.00E+00
PRL	NM_001163558	0.159752037	0.055345949
SYNRG	NM_001163547	10.4758486	4.874097658
TJP1	NM_175610	0.00E+00	0.00E+00
SYNRG	NM_001163546	10.49976803	4.885226881
SYNRG	NM_001163545	10.36430751	4.822235372
SYNRG	NM_001163544	10.36039005	4.820413529
ITPRIPL1	NM_001163524	4.024188934	1.871849556
ITPRIPL1	NM_001163523	3.764252996	1.751060822
DCAF4	NM_001163509	5.12874024	2.385131295
DCAF4	NM_001163508	5.102645754	2.37301282
FBXO24	NM_001163499	0.53577592	0.238696061
DCAF11	NM_001163484	18.4750751	8.562170461
ZNF746	NM_001163474	6.325062895	2.941338457
ENSA	NM_207043	7.408717585	3.44684162
ARFGAP1	NM_175609	51.34128174	23.01537045
CPA4	NM_001163446	0.00E+00	3.32E-09
CXorf69	NM_001163438	0.688863362	0.311567953
TBCK	NM_001163437	3.396415911	1.569621333
TBCK	NM_001163436	2.509110986	1.153785383
TBCK	NM_001163435	3.344503914	1.545175069
MYEOV2	NM_001163424	45.924602	20.57202009
ZNF580	NM_001163423	33.97549939	15.55729372
FAM172A	NM_001163418	2.107212756	0.971148073
FAM172A	NM_001163417	2.200824964	1.014891999
ZSCAN12	NM_001163391	2.700606009	1.242121016
CNTN4	NM_175607	0.00E+00	0.00E+00
RAB2B	NM_001163380	5.093349822	2.363890997
QPCTL	NM_001163377	7.932321058	3.688431338
SYTL5	NM_001163335	0.00E+00	0.00E+00
SYTL5	NM_001163334	0.00E+00	0.00E+00
CCDC120	NM_001163323	0.019298778	0.002406884
CCDC120	NM_001163322	0.021924981	0.003022659
CCDC120	NM_001163321	0.021607759	0.002945393
FBXL17	NM_001163315	1.876119609	0.857930036
MARK2	NM_001163297	27.07105209	12.4458289
MARK2	NM_001163296	26.89145643	12.36427622
IFT88	NM_175605	1.75714156	0.797875864
EWSR1	NM_001163287	53.94239219	24.25197946
EWSR1	NM_001163286	107.4649034	46.27232441
EWSR1	NM_001163285	103.0249542	44.43502821
HTATSF1	NM_001163280	7.66364648	3.564735427
ODZ1	NM_001163279	0.00E+00	0.00E+00
ODZ1	NM_001163278	0.00E+00	0.00E+00
PCYT1B	NM_001163265	0.00E+00	0.00E+00
PCYT1B	NM_001163264	0.00E+00	0.00E+00
FAM63A	NM_001163260	1.518537358	0.686428622
FAM63A	NM_001163259	1.500752692	0.678111974
WFIKKN2	NM_175575	0.012929256	3.65E-05
FAM63A	NM_001163258	1.196610455	0.538668991
PLXNB3	NM_001163257	0.111123074	0.047347072
FGFR3	NM_001163213	0.079141624	0.026964919
ETV1	NM_001163152	0.00E+00	0.00E+00
ETV1	NM_001163151	0.00E+00	0.00E+00
ETV1	NM_001163150	0.00E+00	0.00E+00
ETV1	NM_001163149	0.00E+00	0.00E+00
ETV1	NM_001163148	0.00E+00	0.00E+00
ETV1	NM_001163147	0.00E+00	0.00E+00
RDM1	NM_001163130	0.091233887	0.039734894
ADRM1	NM_175573	56.26206895	24.61181674
RDM1	NM_001163125	0.142492265	0.062710778
RDM1	NM_001163124	0.123050098	0.05426923
RDM1	NM_001163122	0.100593633	0.044112801
RDM1	NM_001163121	0.091062716	0.039653563
RDM1	NM_001163120	0.107725734	0.047397402
CECR6	NM_001163079	0.034310022	0.000131769
C17orf99	NM_001163075	3.366379756	1.556027707
RPTOR	NM_001163034	10.00997276	4.633950659
PLK1S1	NM_001163023	3.408779447	1.57267709
PLK1S1	NM_001163022	3.615784983	1.669108088
GIMAP8	NM_175571	9.150895348	4.255478739
APBA1	NM_001163	0.00E+00	0.00E+00
C17orf110	NM_001162997	0.00E+00	0.00E+00
C17orf109	NM_001162995	0.00E+00	0.00E+00
SYTL2	NM_001162953	0.028712701	0.004167961
SYTL2	NM_001162952	0.02571953	0.004208148
SYTL2	NM_001162951	0.028733948	0.004173405
CXorf68	NM_001162936	0.00E+00	0.00E+00
TYW3	NM_001162916	3.924221814	1.823662065
CCDC166	NM_001162914	0.00E+00	0.00E+00
TMEM217	NM_001162900	0.102284494	0.044031688
XG	NM_175569	0.003363578	6.17E-06
KIAA0040	NM_001162895	24.96128391	11.54282512
KIAA0040	NM_001162894	24.29956813	11.24401916
KIAA0040	NM_001162893	23.90735204	11.06683445
COX11	NM_001162862	11.22554326	5.213689044
COX11	NM_001162861	11.03527981	5.126678395
RBMXL1	NM_001162536	3.91764443	1.819474257
SH3D21	NM_001162530	1.079015463	0.487957429
FAM135A	NM_001162529	1.702946452	0.777553975
TMEM189	NM_001162505	15.29555666	7.108758307
TNRC6B	NM_001162501	9.644092599	4.487194403
CNTN5	NM_175566	0.00E+00	0.00E+00
CAND2	NM_001162499	5.570273824	2.591097164
LPAR6	NM_001162498	2.383625535	1.083005111
LPAR6	NM_001162497	2.337295646	1.061496061
C21orf62	NM_001162496	0.017142028	5.29E-05
C21orf62	NM_001162495	0.016492961	5.03E-05
ARL13A	NM_001162491	0.00E+00	0.00E+00
ARL13A	NM_001162490	0.00E+00	0.00E+00
C2orf83	NM_001162483	0.00E+00	0.00E+00
LOC100287718	NM_001162435	0.00E+00	0.00E+00
PDCD6IP	NM_001162429	21.66798993	10.03142289
GART	NM_175085	8.418590243	3.914087641
TSC1	NM_001162427	10.9506623	5.093217163
TSC1	NM_001162426	10.79827038	5.022441217
ETS1	NM_001162422	49.72606675	22.70576421
CLK1	NM_001162407	22.923757	10.65037605
ARHGEF2	NM_001162384	55.34012221	24.8671932
ARHGEF2	NM_001162383	55.30042342	24.84994005
LOC728392	NM_001162371	11.43027996	5.315051266
SULF2	NM_001161841	0.064134968	0.024548445
C7orf72	NM_001161834	0.089882274	0.000466509
MYO1B	NM_001161819	0.822551258	0.375198642
P2RX5	NM_175080	152.4821978	66.90181481
DAOA	NM_001161814	0.00E+00	0.00E+00
DAOA	NM_001161812	0.00E+00	0.00E+00
GPR144	NM_001161808	0.00E+00	0.00E+00
PDP1	NM_001161781	6.094363109	2.824361229
PDP1	NM_001161780	6.123797752	2.838063598
PDP1	NM_001161779	5.95350494	2.758232727
PDP1	NM_001161778	6.122351754	2.83756672
HTR3A	NM_001161772	0.00E+00	1.92E-09
AHCY	NM_001161766	19.34087596	8.784345182
LIM2	NM_001161748	0.00E+00	0.00E+00
ENSA	NM_207042	32.89314083	15.02510649
KRT77	NM_175078	0.00E+00	0.00E+00
PLA2G2A	NM_001161729	0.00E+00	0.00E+00
PLA2G2A	NM_001161728	0.00E+00	0.00E+00
PLA2G2A	NM_001161727	0.00E+00	0.00E+00
PPP2R5C	NM_001161726	17.61660157	8.191565382
PPP2R5C	NM_001161725	17.66496441	8.213898436
SYNC	NM_001161708	0.33561667	0.132234697
KIRREL3	NM_001161707	0.00E+00	0.00E+00
FXN	NM_001161706	1.33722811	0.620598542
BFSP1	NM_001161705	0.00E+00	0.00E+00
OTOA	NM_001161683	0.176445179	0.076245352
SLA2	NM_175077	1.103980997	0.496741633
RSPH4A	NM_001161664	0.02871978	0.003412402
WWC1	NM_001161662	0.560589976	0.255209236
WWC1	NM_001161661	0.560340418	0.255092938
MYB	NM_001161660	2.618850243	1.212036338
MYB	NM_001161659	2.538921749	1.174704528
MYB	NM_001161658	2.433506844	1.12462247
MYB	NM_001161657	2.509301589	1.159358872
MYB	NM_001161656	2.407639641	1.112417561
KDM4E	NM_001161630	0.00E+00	0.00E+00
NXNL2	NM_001161625	0.00E+00	0.00E+00
C8orf42	NM_175075	0.238215596	0.089920919
DUS3L	NM_001161619	9.419921854	4.337319029
RGL3	NM_001161616	0.57993545	0.252644519
GYS1	NM_001161587	30.99191163	14.21360377
ME3	NM_001161586	0.00E+00	0.00E+00
C9orf11	NM_001161585	0.020457925	6.67E-05
TEX10	NM_001161584	11.38863387	5.296271788
POC1A	NM_001161581	2.787579571	1.295730834
POC1A	NM_001161580	2.999229548	1.394569111
SAMD4A	NM_001161577	0.223075862	0.092968385
SAMD4A	NM_001161576	0.252693839	0.106442546
APTX	NM_175073	6.701991062	3.117256925
LRRC36	NM_001161575	0.236874166	0.093902053
MAFF	NM_001161574	2.08714824	0.947304072
MAFF	NM_001161573	2.253243068	1.024993881
MAFF	NM_001161572	2.016279999	0.914445088
TNIK	NM_001161566	0.00E+00	0.00E+00
TNIK	NM_001161565	0.00E+00	0.00E+00
TNIK	NM_001161564	0.00E+00	0.00E+00
TNIK	NM_001161563	0.00E+00	0.00E+00
TNIK	NM_001161562	0.00E+00	0.00E+00
TNIK	NM_001161561	0.00E+00	0.00E+00
APTX	NM_175069	6.87996711	3.199892795
TNIK	NM_001161560	0.00E+00	0.00E+00
C5orf65	NM_001161546	0.546426716	0.250436839
RBM34	NM_001161533	11.57365867	5.381650102
CSF2RA	NM_001161532	0.00E+00	3.52E-09
CSF2RA	NM_001161532	0.00E+00	4.26E-09
CSF2RA	NM_001161531	0.006428666	0.000919751
CSF2RA	NM_001161531	0.00E+00	3.60E-09
CSF2RA	NM_001161530	0.005432169	0.000713824
CSF2RA	NM_001161530	0.00E+00	3.41E-09
CSF2RA	NM_001161529	0.004900195	0.000593396
KRT73	NM_175068	0.00E+00	0.00E+00
CSF2RA	NM_001161529	0.00E+00	3.30E-09
LRRD1	NM_001161528	0.021887904	0.003363634
TNIP2	NM_001161527	47.34602006	21.4052362
KLHL2	NM_001161522	3.589725475	1.665027095
KLHL2	NM_001161521	3.529922015	1.637021426
COG5	NM_001161520	2.629841741	1.213072577
ALDH4A1	NM_001161504	4.666561258	2.170622761
ZNF611	NM_001161501	1.263276885	0.570703947
ZNF611	NM_001161500	1.2395085	0.559719884
ZNF611	NM_001161499	1.235707148	0.558033516
TAAR6	NM_175067	0.00E+00	0.00E+00
PLEKHD1	NM_001161498	0.176788313	0.066749313
WDR25	NM_001161476	1.478043979	0.67830121
ALDH3B1	NM_001161473	0.366953741	0.164647956
JMJD4	NM_001161465	4.097107168	1.905167095
CYBASC3	NM_001161454	23.19046633	10.6909993
CYBASC3	NM_001161452	26.58869565	12.23951068
SH2D2A	NM_001161444	1.683501269	0.781362046
SH2D2A	NM_001161443	1.84202595	0.855411074
SH2D2A	NM_001161442	1.763319692	0.818461637
SH2D2A	NM_001161441	1.699064913	0.788319601
DDX51	NM_175066	8.690665007	4.039571501
PTPRH	NM_001161440	0.008580394	0.001048032
RANBP3L	NM_001161429	0.00E+00	0.00E+00
ZNF610	NM_001161427	0.391019464	0.172975744
ZNF610	NM_001161426	0.356520482	0.157538538
ZNF610	NM_001161425	0.368739645	0.162939199
GPR17	NM_001161417	0.122130707	0.000697129
GPR17	NM_001161416	0.13407853	0.000787746
GPR17	NM_001161415	0.130725277	0.000762053
NDFIP2	NM_001161407	0.00E+00	1.44E-09
LIMS2	NM_001161404	14.23762845	6.62046461
HIST2H2AB	NM_175065	0.00E+00	0.00E+00
